RK,SCHOOL,CONF,COACH,SCHOOL PAY,TOTAL PAY,MAX BONUS,ASST PAY TOTAL,SCHOOL BUYOUT AS OF 4/1/19
602,Charlotte,C-USA,Glenn Spencer,"$185,000","$185,000","$9,250","$1,044,320",--
603,Arizona,Pac-12,Jeremy Springer,"$185,000","$185,000","$55,000","$3,155,000",--
604,Western Michigan,MAC,Tim Daoust,"$185,000","$185,000","$7,500","$1,138,000",--
605,Indiana,Big Ten,Kasey Teegardin,"$185,000","$185,000","$110,000","$3,104,903",--
606,Texas-San Antonio,C-USA,David Turner,"$185,000","$185,000",$0,"$1,370,000",--
607,North Texas,C-USA,Jeff Koonz,"$185,000","$185,000","$15,417","$1,720,000",--
608,Colorado State,Mt. West,Alvis Whitted,"$184,500","$184,500","$35,750","$1,942,375",--
609,Western Kentucky,C-USA,Mike Sanford,"$180,000","$181,400",$0,"$1,096,432",--
610,Wyoming,Mt. West,Scott Fuchs,"$180,000","$180,500",$0,"$1,924,297",--
611,Georgia State,Sun Belt,Travis Trickett,"$180,000","$180,000","$10,000","$1,230,000",--
612,Florida Atlantic,C-USA,John Garrison,"$180,000","$180,000","$2,500","$1,500,000",--
613,South Florida,AAC,Shaun King,"$180,000","$180,000","$33,000","$1,795,000",--
614,Illinois,Big Ten,Robert Wright,"$180,000","$180,000","$75,600","$3,614,150",--
615,Maryland,Big Ten,Matt Barnes,"$180,000","$180,000","$82,500","$3,600,000",--
616,Florida Atlantic,C-USA,Charlie Weis Jr.,"$180,000","$180,000","$5,000","$1,500,000",--
617,Colorado State,Mt. West,Eric Lewis,"$179,375","$179,375","$34,895","$1,942,375",--
618,Colorado State,Mt. West,Bryan Applewhite,"$179,375","$179,375","$34,895","$1,942,375",--
619,Colorado State,Mt. West,Joe Cox,"$179,375","$179,375","$34,895","$1,942,375",--
620,Kansas,Big 12,Justin Johnson,"$175,000","$176,000","$42,750","$3,002,299",--
621,West Virginia,Big 12,Dan Gerberry,"$176,000","$176,000","$110,000","$3,447,575",--
622,Virginia Tech,ACC,Adam Lechtenberg,"$175,000","$175,000","$39,167","$3,685,000",--
623,Virginia,ACC,Marques Hagans,"$175,000","$175,000","$43,750","$2,975,000",--
624,Virginia,ACC,Vic So'oto,"$175,000","$175,000","$43,750","$2,975,000",--
625,Northern Illinois,MAC,Mike Uremovich,"$175,000","$175,000","$38,167","$995,770",--
626,Marshall,C-USA,Adam Fuller,"$175,000","$175,000","$29,166","$1,232,000",--
627,Coastal Carolina,Sun Belt,Marvin Sanders,"$175,000","$175,000",$0,"$1,134,750",--
628,Houston,AAC,A.J. Blum,"$175,000","$175,000","$29,750","$2,136,000",--
629,Alabama at Birmingham,C-USA,Bryant Vincent,"$175,000","$175,000","$14,583","$1,110,250",--
630,Connecticut,AAC,Curome Cox,"$175,000","$175,000","$67,308","$1,955,000",--
631,Boise State,Mt. West,Lee Marks,"$175,000","$175,000","$33,125","$2,345,018",--
632,Marshall,C-USA,Greg Adkins,"$175,000","$175,000","$29,167","$1,232,000",--
633,Charlotte,C-USA,Shane Montgomery,"$175,000","$175,000","$8,750","$1,044,320",--
634,Old Dominion,C-USA,Rich Nagy,"$173,301","$173,301",$0,"$1,129,051",--
635,New Mexico,Mt. West,Saga Tuitele,"$170,000","$171,250",$0,"$1,540,525",--
636,Miami (Ohio),MAC,George Barnett,"$171,000","$171,100","$30,500","$1,065,200",--
637,Houston,AAC,Kenith Pope,"$170,000","$170,000","$28,900","$2,136,000",--
638,Connecticut,AAC,Dennis Dottin-Carter,"$170,000","$170,000","$65,385","$1,955,000",--
639,Alabama at Birmingham,C-USA,David Reeves,"$170,000","$170,000","$14,167","$1,110,250",--
640,New Mexico,Mt. West,Apollo Wright,"$165,000","$166,250",$0,"$1,540,525",--
641,Houston,AAC,James Casey,"$165,000","$165,000","$28,050","$2,136,000",--
642,Connecticut,AAC,Eddie Allen,"$165,000","$165,000","$63,462","$1,955,000",--
643,Bowling Green,MAC,Carl Pelini,"$165,000","$165,000",$0,"$904,320",--
644,Fresno State,Mt. West,J.D. Williams,"$164,332","$164,332","$26,293","$1,816,136",--
645,Ball State,MAC,Kyle Devan,"$164,024","$164,024","$11,000","$1,011,617",--
646,Toledo,MAC,Brian George,"$161,600","$161,600","$1,500","$1,033,802",--
647,Arizona State,Pac-12,Donnie Yantis,"$160,000","$160,000","$103,200","$3,730,000",--
648,New Mexico,Mt. West,Archie McDaniel,"$160,000","$160,000",$0,"$1,540,525",--
649,Southern Mississippi,C-USA,Tim Billings,"$160,000","$160,000","$13,333","$1,100,000",--
650,Central Michigan,MAC,Greg Colby,"$158,338","$158,338",$0,"$977,147",--
651,Wisconsin,Big Ten,Jon Budmayr,"$157,700","$157,700",$0,"$4,114,500",--
652,New Mexico State,Ind.,Frank Spaziani,"$157,500","$157,500",$0,"$862,501",--
653,Utah State,Mt. West,Steve Farmer,"$155,000","$155,000","$12,917","$1,700,000",--
654,Akron,MAC,Todd Stroud,"$155,000","$155,000","$29,334","$931,140",--
655,Western Michigan,MAC,Jake Moreland,"$155,000","$155,000","$7,500","$1,138,000",--
656,Connecticut,AAC,Jon Wholley,"$155,000","$155,000","$59,615","$1,955,000",--
657,Utah State,Mt. West,Luke Wells,"$155,000","$155,000","$12,917","$1,700,000",--
658,Utah State,Mt. West,Jovon Bouknight,"$155,000","$155,000","$12,917","$1,700,000",--
659,Louisiana Tech,C-USA,Todd Fitch,"$155,000","$155,000",$0,"$1,215,000",--
660,Colorado State,Mt. West,Chase Gibson,"$153,750","$153,750","$30,625","$1,942,375",--
661,Old Dominion,C-USA,Jeff Comissiong,"$153,000","$153,000",$0,"$1,129,051",--
662,Wyoming,Mt. West,Mike Bath,"$150,000","$152,500",$0,"$1,924,297",--
663,Wyoming,Mt. West,Jake Dickert,"$150,000","$152,470",$0,"$1,924,297",--
664,Wyoming,Mt. West,Pete Kaligis,"$150,000","$152,470",$0,"$1,924,297",--
665,Wyoming,Mt. West,AJ Cooper,"$150,000","$152,470",$0,"$1,924,297",--
666,Wyoming,Mt. West,Mike Grant,"$150,000","$152,470",$0,"$1,924,297",--
667,New Mexico,Mt. West,Stan Eggen,"$150,000","$151,650",$0,"$1,540,525",--
668,West Virginia,Big 12,Mark Scott,"$151,000","$151,000","$110,000","$3,447,575",--
669,Arkansas State,Sun Belt,Allen Rudolph,"$150,000","$151,000","$12,500","$1,289,796",--
670,West Virginia,Big 12,Tyron Carrier,"$151,000","$151,000","$110,000","$3,447,575",--
671,Wyoming,Mt. West,John Richardson,"$150,000","$150,469",$0,"$1,924,297",--
672,Oregon State,Pac-12,Brian Wozniak,"$150,000","$150,000","$12,500","$3,075,060",--
673,Virginia,ACC,Shane Hunter,"$150,000","$150,000","$37,500","$2,975,000",--
674,South Florida,AAC,Tommy Restivo,"$150,000","$150,000","$33,000","$1,795,000",--
675,Central Florida,AAC,Corey Bell,"$150,000","$150,000",$0,"$2,365,000",--
676,Fresno State,Mt. West,Kenwick Thompson,"$150,000","$150,000","$24,000","$1,816,136",--
677,Houston,AAC,Dan Carrel,"$150,000","$150,000","$25,500","$2,136,000",--
678,Nevada-Las Vegas,Mt. West,Al Simmons,"$150,000","$150,000","$12,500","$1,371,010",--
679,Eastern Michigan,MAC,Aaron Keen,"$150,000","$150,000",$0,"$999,482",--
680,Louisiana-Monroe,Sun Belt,Mike Collins,"$150,000","$150,000",$0,"$975,000",--
681,Iowa State,Big 12,Joe Houston,"$150,000","$150,000","$30,000","$2,982,500",--
682,Kentucky,SEC,Michael Smith,"$150,000","$150,000","$25,000","$4,356,000",--
683,Nevada-Las Vegas,Mt. West,Travis Burkett,"$150,000","$150,000","$12,500","$1,371,010",--
684,Texas Tech,Big 12,Brett Dewhurst,"$150,000","$150,000","$50,000","$3,008,000",--
685,East Carolina,AAC,Jason Nichols,"$150,000","$150,000","$17,500","$1,776,600",--
686,Louisville,ACC,Ryan Beard,"$150,000","$150,000",$0,"$4,222,000",--
687,Alabama at Birmingham,C-USA,Jody Wright,"$150,000","$150,000","$12,500","$1,110,250",--
688,Houston,AAC,Kenny Guiton,"$150,000","$150,000","$25,500","$2,136,000",--
689,Appalachian State,Sun Belt,Dale Jones,"$150,000","$150,000","$41,000","$1,255,450",--
690,Eastern Michigan,MAC,Neal Neathery,"$149,924","$149,924",$0,"$999,482",--
691,San Diego State,Mt. West,Ernie Lawson,"$147,276","$149,676","$73,165","$1,700,984",--
692,New Mexico,Mt. West,Jordan Peterson,"$149,500","$149,500",$0,"$1,540,525",--
693,New Mexico,Mt. West,Scott Baumgartner,"$148,125","$149,375",$0,"$1,540,525",--
694,Toledo,MAC,Brian Wright,"$148,935","$148,935",$0,"$1,033,802",--
695,Northern Illinois,MAC,Jeff Knowles,"$146,915","$146,915","$33,486","$995,770",--
696,Western Michigan,MAC,Lou Esposito,"$146,000","$146,000","$5,000","$1,138,000",--
697,Louisiana-Lafayette,Sun Belt,Patrick Toney,"$145,000","$145,000","$12,083","$1,730,000",--
698,Louisiana-Lafayette,Sun Belt,Matt Powledge,"$145,000","$145,000","$12,083","$1,730,000",--
699,Utah State,Mt. West,Stacy Collins,"$145,000","$145,000","$12,083","$1,700,000",--
700,North Texas,C-USA,Marc Yellock,"$145,000","$145,000","$12,083","$1,720,000",--
701,Connecticut,AAC,Aaron Smith,"$145,000","$145,000","$55,769","$1,955,000",--
702,Louisiana-Lafayette,Sun Belt,Rory Segrest,"$145,000","$145,000","$12,083","$1,730,000",--
703,Troy,Sun Belt,Brandon Hall,"$145,000","$145,000","$18,125","$1,430,000",--
704,North Texas,C-USA,Marty Biagi,"$145,000","$145,000","$12,083","$1,720,000",--
705,North Texas,C-USA,Chuck Langston,"$145,000","$145,000","$12,083","$1,720,000",--
706,Louisiana-Lafayette,Sun Belt,Tim Leger,"$145,000","$145,000","$12,083","$1,730,000",--
707,Ohio,MAC,Jimmy Burrow,"$143,588","$143,588",$0,"$1,059,368",--
708,Ohio,MAC,Tim Albin,"$143,588","$143,588",$0,"$1,059,368",--
709,Ball State,MAC,Joey Lynch,"$143,521","$143,521","$11,000","$1,011,617",--
710,Nevada,Mt. West,David Lockwood,"$143,170","$143,170","$5,966","$1,391,345",--
711,Florida International,C-USA,Aubrey Hill,"$142,814","$142,814","$37,500","$1,597,814",--
712,Arkansas State,Sun Belt,Trooper Taylor,"$140,000","$142,800","$11,667","$1,289,796",--
713,East Carolina,AAC,Shannon Moore,"$142,100","$142,100","$16,842","$1,776,600",--
714,Houston,AAC,LaMar Morgan,"$141,000","$141,000","$23,970","$2,136,000",--
715,Texas-El Paso,C-USA,Mike Tuiasosopo,"$140,000","$140,000","$51,665","$1,317,500",--
716,South Florida,AAC,Damon Cogdell,"$140,000","$140,000","$33,000","$1,795,000",--
717,Texas State,Sun Belt,Chris Woods,"$140,000","$140,000","$17,500","$979,920",--
718,Texas-El Paso,C-USA,Keith Burns,"$140,000","$140,000","$51,665","$1,317,500",--
719,Maryland,Big Ten,Dave Bucar,"$140,000","$140,000","$70,000","$3,600,000",--
720,Texas-El Paso,C-USA,Joe Robinson,"$140,000","$140,000","$51,665","$1,317,500",--
721,Kent State,MAC,Tom Kaufman,"$140,000","$140,000",$0,"$839,200",--
722,Miami (Ohio),MAC,Eric Koehler,"$138,000","$138,000","$25,000","$1,065,200",--
723,Old Dominion,C-USA,Ron Whitcomb,"$137,700","$137,700",$0,"$1,129,051",--
724,Nevada-Las Vegas,Mt. West,Cedric Cormier,"$137,117","$137,117","$11,426","$1,371,010",--
725,Appalachian State,Sun Belt,Shawn Clark,"$136,875","$136,875","$39,906","$1,255,450",--
726,San Jose State,Mt. West,Joe Bernardi,"$136,332","$136,332","$3,000","$1,320,240",--
727,Appalachian State,Sun Belt,Mark Ivey,"$136,000","$136,000","$39,833","$1,255,450",--
728,Nevada-Las Vegas,Mt. West,Ron O'Dell,"$135,573","$135,573","$11,298","$1,371,010",--
729,Utah State,Mt. West,Julius Brown,"$135,000","$135,000","$11,250","$1,700,000",--
730,Florida International,C-USA,James Vollono,"$135,000","$135,000","$37,500","$1,597,814",--
731,Georgia State,Sun Belt,Cedric Williams,"$135,000","$135,000","$10,000","$1,230,000",--
732,Nevada-Las Vegas,Mt. West,Tony Samuel,"$134,827","$134,827","$11,236","$1,371,010",--
733,San Jose State,Mt. West,Ryan Gunderson,"$134,340","$134,340","$3,000","$1,320,240",--
734,Appalachian State,Sun Belt,Frank Ponce,"$132,575","$132,575","$39,548","$1,255,450",--
735,Central Michigan,MAC,Chris Ostrowsky,"$132,008","$132,008",$0,"$977,147",--
736,Nevada-Las Vegas,Mt. West,Steve Irvin,"$132,000","$132,000","$11,000","$1,371,010",--
737,Ball State,MAC,David Elson,"$131,300","$131,300","$11,000","$1,011,617",--
738,Arkansas State,Sun Belt,Norval McKenzie,"$120,000","$130,996","$10,000","$1,289,796",--
739,Louisiana Tech,C-USA,Joe Sloan,"$130,000","$130,000",$0,"$1,215,000",--
740,Louisiana Tech,C-USA,Tim Rattay,"$130,000","$130,000",$0,"$1,215,000",--
741,Texas State,Sun Belt,Zak Kuhr,"$130,000","$130,000","$16,249","$979,920",--
742,Alabama at Birmingham,C-USA,Casey Woods,"$130,000","$130,000","$10,833","$1,110,250",--
743,Troy,Sun Belt,Sean Reagan,"$130,000","$130,000","$16,250","$1,430,000",--
744,Memphis,AAC,Anthony Jones,"$130,000","$130,000","$10,833","$2,635,000",--
745,Central Florida,AAC,Jon Cooper,"$130,000","$130,000",$0,"$2,365,000",--
746,Charlotte,C-USA,Chris Scelfo,"$130,000","$130,000","$6,500","$1,044,320",--
747,Cincinnati,AAC,Mike Mickens,"$130,000","$130,000","$21,667","$2,425,000",--
748,Miami (Ohio),MAC,Spence Nowinsky,"$130,000","$130,000","$23,667","$1,065,200",--
749,Louisiana Tech,C-USA,Robert McFarland,"$130,000","$130,000",$0,"$1,215,000",--
750,Louisiana Tech,C-USA,Rick Petri,"$130,000","$130,000",$0,"$1,215,000",--
751,San Jose State,Mt. West,Alonzo Carter,"$127,896","$127,896","$3,000","$1,320,240",--
752,Buffalo,MAC,Andy Kotelnicki,"$127,865","$127,865",$0,"$1,042,934",--
753,Buffalo,MAC,Brian Borland,"$127,865","$127,865",$0,"$1,042,934",--
754,Coastal Carolina,Sun Belt,Patrick Covington,"$125,000","$125,000",$0,"$1,134,750",--
755,Appalachian State,Sun Belt,Stu Holt,"$125,000","$125,000","$38,917","$1,255,450",--
756,North Texas,C-USA,Joel Filani,"$125,000","$125,000","$10,417","$1,720,000",--
757,Florida Atlantic,C-USA,Wes Neighbors,"$125,000","$125,000","$2,500","$1,500,000",--
758,South Carolina,SEC,Kyle Krantz,"$125,000","$125,000","$115,000","$5,050,000",--
759,East Carolina,AAC,Daric Riley,"$125,000","$125,000","$15,417","$1,776,600",--
760,Kent State,MAC,Andrew Sowder,"$125,000","$125,000",$0,"$839,200",--
761,Texas-El Paso,C-USA,Reggie Mitchell,"$125,000","$125,000","$46,665","$1,317,500",--
762,Florida Atlantic,C-USA,Keynodo Hudson,"$125,000","$125,000","$2,500","$1,500,000",--
763,Florida International,C-USA,Jeff Copp,"$125,000","$125,000","$37,500","$1,597,814",--
764,Georgia State,Sun Belt,Skylor Magee,"$125,000","$125,000","$10,000","$1,230,000",--
765,Texas-San Antonio,C-USA,Darrell Funk,"$125,000","$125,000",$0,"$1,370,000",--
766,Ohio,MAC,Scott Isphording,"$124,635","$124,635",$0,"$1,059,368",--
767,Arkansas State,Sun Belt,Brian Early,"$120,000","$121,000","$10,000","$1,289,796",--
768,East Carolina,AAC,Brandon Lynch,"$120,000","$120,000","$15,000","$1,776,600",--
769,Southern Mississippi,C-USA,Derek NIcholson,"$120,000","$120,000","$10,000","$1,100,000",--
770,Troy,Sun Belt,Brian Blackmon,"$120,000","$120,000","$15,000","$1,430,000",--
771,Georgia State,Sun Belt,Josh Stepp,"$120,000","$120,000","$10,000","$1,230,000",--
772,Louisiana-Monroe,Sun Belt,Matt Kubik,"$120,000","$120,000",$0,"$975,000",--
773,Troy,Sun Belt,Bam Hardmon,"$120,000","$120,000","$15,000","$1,430,000",--
774,San Jose State,Mt. West,Joe Seumalo,"$118,680","$118,680",$0,"$1,320,240",--
775,Ohio,MAC,Ron Collins,"$117,894","$117,894",$0,"$1,059,368",--
776,Old Dominion,C-USA,Kermit Buggs,"$117,300","$117,300",$0,"$1,129,051",--
777,Texas State,Sun Belt,Ron Antoine,"$116,965","$116,965","$14,620","$979,920",--
778,Middle Tennessee,C-USA,Steve Ellis,"$115,296","$116,296","$14,412","$1,263,296",--
779,South Alabama,Sun Belt,Matt Kitchens,"$116,000","$116,000","$13,750","$1,225,000",--
780,East Carolina,AAC,Rodrique Wright,"$115,000","$115,000","$14,583","$1,776,600",--
781,Florida Atlantic,C-USA,Kevin Smith,"$115,000","$115,000","$2,500","$1,500,000",--
782,Massachusetts,Ind.,Mike Foley,"$115,000","$115,000","$15,083","$887,500",--
783,Appalachian State,Sun Belt,Justin Watts,"$115,000","$115,000","$38,083","$1,255,450",--
784,Florida International,C-USA,Kenny Holmes,"$115,000","$115,000","$37,500","$1,597,814",--
785,Troy,Sun Belt,Al Pogue,"$115,000","$115,000","$14,375","$1,430,000",--
786,Marshall,C-USA,Todd Goebbel,"$115,000","$115,000","$19,167","$1,232,000",--
787,Fresno State,Mt. West,Scott Thompson,"$115,000","$115,000","$18,400","$1,816,136",--
788,Fresno State,Mt. West,Kirby Moore,"$115,000","$115,000","$18,400","$1,816,136",--
789,San Jose State,Mt. West,Bojay Filmoeatu,"$111,516","$111,516","$3,000","$1,320,240",--
790,Arkansas State,Sun Belt,Allen Johnson,"$110,000","$111,000","$9,167","$1,289,796",--
791,San Jose State,Mt. West,Aric Williams,"$110,520","$110,520",$0,"$1,320,240",--
792,San Jose State,Mt. West,Kevin Cummings,"$110,520","$110,520","$3,000","$1,320,240",--
793,Texas-San Antonio,C-USA,Charlie Camp,"$110,000","$110,000",$0,"$1,370,000",--
794,Texas-San Antonio,C-USA,Gary Hyman,"$110,000","$110,000",$0,"$1,370,000",--
795,Troy,Sun Belt,Jordan Lesley,"$110,000","$110,000","$13,750","$1,430,000",--
796,Florida International,C-USA,Tim Harris Jr.,"$110,000","$110,000","$37,500","$1,597,814",--
797,Marshall,C-USA,Byron Thweatt,"$110,000","$110,000","$18,333","$1,232,000",--
798,Troy,Sun Belt,Cornelius Williams,"$110,000","$110,000","$13,750","$1,430,000",--
799,Georgia Southern,Sun Belt,Juston Wood,"$110,000","$110,000","$15,500","$1,245,000",--
800,Texas State,Sun Belt,Brett Ellliott,"$110,000","$110,000","$13,750","$979,920",--
801,Toledo,MAC,Mike Ward,"$109,151","$109,151",$0,"$1,033,802",--
802,Coastal Carolina,Sun Belt,Bill Durkin,"$108,000","$108,000",$0,"$1,134,750",--
803,New Mexico State,Ind.,Andy Richman,"$107,500","$107,500","$2,000","$862,501",--
804,Toledo,MAC,Mike Hallett,"$107,111","$107,111",$0,"$1,033,802",--
805,Nevada,Mt. West,David White,"$106,090","$106,090","$4,420","$1,391,345",--
806,Nevada,Mt. West,Tommy Perry,"$106,090","$106,090","$4,420","$1,391,345",--
807,Nevada,Mt. West,Timmy Chang,"$106,090","$106,090","$4,420","$1,391,345",--
808,Nevada,Mt. West,Jason Kaufusi,"$106,090","$106,090","$4,420","$1,391,345",--
809,Nevada,Mt. West,Eric Scott,"$106,090","$106,090","$4,420","$1,391,345",--
810,South Alabama,Sun Belt,Pete Bennett,"$106,000","$106,000","$12,500","$1,225,000",--
811,South Alabama,Sun Belt,Chad Huff,"$106,000","$106,000","$12,500","$1,225,000",--
812,Middle Tennessee,C-USA,Rick Mallory,"$105,000","$105,750","$13,125","$1,263,296",--
813,Georgia Southern,Sun Belt,Ron Hudson,"$105,000","$105,000","$15,500","$1,245,000",--
814,Ohio State,Big Ten,Brian Hartline,"$105,000","$105,000","$40,163","$7,383,938",--
815,Kent State,MAC,Bill O'Boyle,"$105,000","$105,000",$0,"$839,200",--
816,San Jose State,Mt. West,Fred Guidici,"$104,520","$104,520",$0,"$1,320,240",--
817,Western Michigan,MAC,David Duggan,"$104,000","$104,000","$5,000","$1,138,000",--
818,Western Michigan,MAC,Bill Kenney,"$104,000","$104,000","$5,000","$1,138,000",--
819,Northern Illinois,MAC,Joe Tripodi,"$103,365","$103,365","$26,228","$995,770",--
820,San Diego State,Mt. West,Doug Deakin,"$100,008","$102,208","$50,004","$1,700,984",--
821,Old Dominion,C-USA,Charles Bankins,"$102,000","$102,000",$0,"$1,129,051",--
822,Middle Tennessee,C-USA,Mike Polly,"$100,000","$101,750","$12,500","$1,263,296",--
823,Buffalo,MAC,Chris Simpson,"$101,335","$101,335",$0,"$1,042,934",--
824,Bowling Green,MAC,Kevin Kilmer,"$101,309","$101,309",$0,"$904,320",--
825,Bowling Green,MAC,Andy Padron,"$101,309","$101,309",$0,"$904,320",--
826,Ball State,MAC,John Curtis,"$101,000","$101,000","$11,000","$1,011,617",--
827,Miami (Ohio),MAC,John Hauser,"$100,000","$100,100","$18,667","$1,065,200",--
828,Southern Mississippi,C-USA,Erik Losey,"$100,000","$100,000","$8,333","$1,100,000",--
829,Kansas,Big 12,Jeff Love,"$100,000","$100,000",$0,"$3,002,299",--
830,Texas State,Sun Belt,Eric Mateos,"$100,000","$100,000","$12,500","$979,920",--
831,North Texas,C-USA,Nate Brown,"$100,000","$100,000","$8,333","$1,720,000",--
832,East Carolina,AAC,Kirk Doll,"$100,000","$100,000","$13,333","$1,776,600",--
833,Texas-San Antonio,C-USA,Jeff Kastl,"$100,000","$100,000",$0,"$1,370,000",--
834,Louisiana-Lafayette,Sun Belt,D.J. Looney,"$100,000","$100,000","$8,333","$1,730,000",--
835,Georgia Southern,Sun Belt,Travis Cunningham,"$100,000","$100,000","$15,500","$1,245,000",--
836,Southern Mississippi,C-USA,Scott Walden,"$100,000","$100,000","$8,333","$1,100,000",--
837,Western Michigan,MAC,Terry Malone,"$100,000","$100,000","$5,000","$1,138,000",--
838,South Florida,AAC,Matt Mattox,"$100,000","$100,000","$40,000","$1,795,000",--
839,Louisiana-Monroe,Sun Belt,Scott Stoker,"$100,000","$100,000",$0,"$975,000",--
840,Louisiana-Monroe,Sun Belt,Eman Naghavi,"$100,000","$100,000",$0,"$975,000",--
841,Louisiana-Monroe,Sun Belt,John Carr,"$100,000","$100,000",$0,"$975,000",--
842,Georgia Southern,Sun Belt,Chris Foster,"$100,000","$100,000","$15,500","$1,245,000",--
843,Texas-San Antonio,C-USA,Everette Sands,"$100,000","$100,000",$0,"$1,370,000",--
844,Georgia State,Sun Belt,Trent McKnight,"$100,000","$100,000","$10,000","$1,230,000",--
845,Louisiana-Lafayette,Sun Belt,Michael Desormeaux,"$100,000","$100,000","$8,333","$1,730,000",--
846,Georgia State,Sun Belt,Rusty Wright,"$100,000","$100,000","$10,000","$1,230,000",--
847,Cincinnati,AAC,Brian Mason,"$100,000","$100,000","$16,667","$2,425,000",--
848,Louisiana Tech,C-USA,Brian Gamble,"$100,000","$100,000",$0,"$1,215,000",--
849,Coastal Carolina,Sun Belt,Curt Baldus,"$100,000","$100,000",$0,"$1,134,750",--
850,South Florida,AAC,Sterlin Gilbert,"$100,000","$100,000","$40,000","$1,795,000",--
851,South Florida,AAC,Justin Burke,"$100,000","$100,000","$33,000","$1,795,000",--
852,Kansas,Big 12,Bill Miller,"$100,000","$100,000","$25,000","$3,002,299",--
853,Marshall,C-USA,J.C. Price,"$100,000","$100,000","$16,667","$1,232,000",--
854,Kansas,Big 12,Cassius Sendish,"$100,000","$100,000","$25,000","$3,002,299",--
855,Southern Mississippi,C-USA,Chris Boone,"$100,000","$100,000","$8,333","$1,100,000",--
856,Coastal Carolina,Sun Belt,Ryan Goodman,"$100,000","$100,000",$0,"$1,134,750",--
857,Louisiana-Lafayette,Sun Belt,Zac Etheridge,"$100,000","$100,000","$8,333","$1,730,000",--
858,Appalachian State,Sun Belt,Greg Gasparato,"$100,000","$100,000","$36,833","$1,255,450",--
859,Georgia State,Sun Belt,Chris Collins,"$100,000","$100,000","$10,000","$1,230,000",--
860,Georgia Southern,Sun Belt,Jeremy Rowell,"$100,000","$100,000","$15,500","$1,245,000",--
861,Louisiana Tech,C-USA,Tony Ball,"$100,000","$100,000",$0,"$1,215,000",--
862,Southern Mississippi,C-USA,Les Koenning,"$100,000","$100,000",$0,"$1,100,000",--
863,Central Michigan,MAC,Derek Frazier,"$99,879","$99,879",$0,"$977,147",--
864,Central Michigan,MAC,Mike Dietzel,"$99,879","$99,879",$0,"$977,147",--
865,Ohio,MAC,Brian Haines,"$98,521","$98,521",$0,"$1,059,368",--
866,Central Michigan,MAC,George Ricumstrict,"$97,569","$97,569",$0,"$977,147",--
867,Ohio,MAC,Pete Germano,"$96,965","$96,965",$0,"$1,059,368",--
868,Akron,MAC,Jeff Bowden,"$96,900","$96,900","$19,650","$931,140",--
869,Akron,MAC,Joe Tresey,"$96,800","$96,800","$19,634","$931,140",--
870,Akron,MAC,Michael Woodford,"$96,800","$96,800","$19,634","$931,140",--
871,Akron,MAC,A.J. Milwee,"$96,800","$96,800","$19,632","$931,140",--
872,Akron,MAC,Otis Mounds,"$96,800","$96,800","$19,634","$931,140",--
873,Ohio,MAC,Bart Miller,"$96,351","$96,351",$0,"$1,059,368",--
874,South Alabama,Sun Belt,Larry Hart,"$96,000","$96,000","$11,250","$1,225,000",--
875,South Alabama,Sun Belt,Josh Jones,"$96,000","$96,000","$11,250","$1,225,000",--
876,South Alabama,Sun Belt,Harland Bower,"$96,000","$96,000","$11,250","$1,225,000",--
877,Bowling Green,MAC,Stephen Hamby,"$95,977","$95,977",$0,"$904,320",--
878,Toledo,MAC,Mike Bellamy,"$95,339","$95,339",$0,"$1,033,802",--
879,Alabama at Birmingham,C-USA,Blake Shrader,"$95,000","$95,000","$7,917","$1,110,250",--
880,Connecticut,AAC,Corey Edsall,"$95,000","$95,000","$36,538","$1,955,000",--
881,Florida International,C-USA,Eric Thatcher,"$95,000","$95,000","$37,500","$1,597,814",--
882,Alabama at Birmingham,C-USA,Brian Williams,"$95,000","$95,000","$7,917","$1,110,250",--
883,Houston,AAC,Paul Williams,"$95,000","$95,000","$16,150","$2,136,000",--
884,Miami (Ohio),MAC,Bill Brechin,"$95,000","$95,000","$17,833","$1,065,200",--
885,Eastern Michigan,MAC,Luke Meadows,"$95,000","$95,000",$0,"$999,482",--
886,Central Michigan,MAC,Cory Hall,"$94,350","$94,350",$0,"$977,147",--
887,Charlotte,C-USA,James Adams,"$94,275","$94,275","$4,714","$1,044,320",--
888,Charlotte,C-USA,Ulrick Edmonds,"$94,275","$94,275","$4,714","$1,044,320",--
889,Toledo,MAC,Ross Watson,"$93,289","$93,289",$0,"$1,033,802",--
890,Eastern Michigan,MAC,Todd Frakes,"$93,091","$93,091",$0,"$999,482",--
891,Miami (Ohio),MAC,Joe Palcic,"$93,000","$93,000","$17,500","$1,065,200",--
892,New Mexico State,Ind.,Oliver Soukup,"$92,500","$92,500","$2,000","$862,501",--
893,Central Michigan,MAC,Marcus Knight,"$92,475","$92,475",$0,"$977,147",--
894,Toledo,MAC,Hank Poteat,"$92,264","$92,264",$0,"$1,033,802",--
895,Ball State,MAC,Patrick Dougherty,"$92,264","$92,264","$11,000","$1,011,617",--
896,Florida,SEC,Christian Robinson,"$91,500","$91,500","$117,000","$4,855,000",--
897,Western Kentucky,C-USA,Jimmy Lindsey,"$90,000","$91,300",$0,"$1,096,432",--
898,New Mexico,Mt. West,Clay Davie,"$90,000","$91,250",$0,"$1,540,525",--
899,Eastern Michigan,MAC,Herb Haygood,"$91,105","$91,105",$0,"$999,482",--
900,Western Michigan,MAC,Eric Evans,"$91,000","$91,000","$5,000","$1,138,000",--
